class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	good	private	private - public	(?!public)(\b\w+) and (\bprivate)	 Tripp's case, the motives are not clear to others, with the line between public 	good and private	 gain muddied.
yes	between X and Y	small	large	large - small	between (small) and (large)	 Although national and district level plans suggest slight differences in building densities 	between small and large	 Arab localities, nevertheless local outline plans apply the same building densities, which effectively convert the villages into urban localities.
no	X and Y	negative	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 It is something 	negative and bad	.
no	X or Y	permanent	intermittent	permanent - temporary	(\bpermanent) or (?!temporary)(\b\w+)	 Yet today about 800 million people, or some 15 percent of the world's population, get less than 2000 calories per day and live a life of 	permanent or intermittent	 hunger and are chronically undernourished.
no	X or Y	poor	low	high - low	(?!high)(\b\w+) or (\blow)	 And saying how many of those are 	poor or low	 income just drives home the problem - we have almost 50% of people in the US too poor to pay income tax.
no	X and Y	chaotic	feminine	feminine - masculine	(?!masculine)(\b\w+) and (\bfeminine)	 He put down the bottles and reached in and unclogged the drain, as if he were n't afraid of taking on something 	chaotic and feminine	.
no	X and Y	corporate	private	private - public	(?!public)(\b\w+) and (\bprivate)	 It also gives charter networks, with their substantial 	corporate and private	 funding, a built-in test-scoring advantage over so-called'mom and pop'charters, who are heavily reliant on per-seat funding and usually fill classes to capacity.
no	X and Y	small	unlucky	large - small	(\bsmall) and (?!large)(\b\w+)	 Katie dominates his world; Pelly rattles it, makes it seem too 	small and unlucky	.
no	X and Y	poor	despised	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 It shows the great compassion of the Saviour, that he went to preach to such 	poor and despised	 sinners.
yes	X and Y	high	low	high - low	(high) and (low)	 I searched 	high and low	 for these new burgers, but to no avail.
yes	X or Y	bad	good	bad - good	(bad) or (good)	 I think as long as both ACT appropriately to the situation, neither one is 	bad or good	, just different.
yes	X or Y	rich	poor	poor - rich	(rich) or (poor)	" His name has raised millions of dollars for the Joe DiMaggio Children's Hospital here at Memorial Regional Hospital, where the motto is, "" Whether "	rich or poor	, no child is turned away.
yes	X or Y	public	private	private - public	(public) or (private)	 But I just do n't think that any system, 	public or private	, is going to be able to cut back on this kind of care.
no	X and Y	old	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 When we were at CSA we had a beachfront Verandah Suite was was just plan, 	old and bad	.
no	X or Y	gross	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 There is NOTHING 	gross or bad	 about this picture.
no	X or Y	right	left	right - wrong	(\bright) or (?!wrong)(\b\w+)	 There is no real front or back, 	right or left	; it is like the axial rotation of a plane when it revolves around so fast as to make entire oneness.
no	whether X or Y	private	communal	private - public	whether (\bprivate) or (?!public)(\b\w+)	 If government control over natural resources has not been the solution to unsound exploitation, then we must consider how and when to press governments to recognize preexisting property rights, 	whether private or communal	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Whether that is a 	good or bad	 thing remains unseen, but it leaves one with a tantalizing question.
yes	X or Y	small	large	large - small	(small) or (large)	 Through arrangements with dozens of golf courses and lodging establishments along the Eastern Seaboard, the company customizes golf vacations and outings for 	small or large	 groups.
no	how X or Y	big	small	large - small	how (?!large)(\b\w+) or (\bsmall)	 No matter 	how big or small	, that simple change can mean @ @ @ @ @ @ @ @ @ @ of better options.
no	X or Y	minor	ambiguous	major - minor	(\bminor) or (?!major)(\b\w+)	 People with GAD tend to overestimate the likelihood of harm coming from a given situation and view 	minor or ambiguous	 events as catastrophes.
no	X and Y	new	disconcerting	new - old	(\bnew) and (?!old)(\b\w+)	 I regularly found flyers and business cards on the car windows, but finding a body inside was a completely 	new and disconcerting	 experience.
yes	X and Y	private	public	private - public	(private) and (public)	" Edward Wimberly of the Interdenominational Theological Center in Atlanta decries the uncritical attachment of African-American church leaders to Clinton, "" settling "" for "" leaders who can not, in their "	private and public	 behavior, meet our expectations.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Everywhere there are conflicting opinions about what is 	good or bad	, just or unjust.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Each email address on that user's list is a piece of evidence supporting whether the user is 	good or bad	.
yes	X and Y	old	new	new - old	(old) and (new)	 Also like the concept of Dear Photograph but do n't find myself in a situation where I have 	old and new	 photographs.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 With mismatched analytical units, this measure poorly differentiates bona fide increases in urban population density from changes in density caused by a disproportionate increase in population in ex	urban and rural	 parts of a county-or rural sprawl.
yes	X and Y	short	long	long - short	(short) and (long)	 Sunlight consists of energies in the form of the electromagnetic waves and part of this electromagnetic energy includes cosmic rays, gamma rays, x-rays, visible light rays, infrared rays, micro waves and 	short and long	 waves (radio waves).
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Such fare speaks of a people unsure of what it means to be 	good or bad	.
no	X or Y	violent	good	bad - good	(?!bad)(\b\w+) or (\bgood)	" "" The quieter stories that are not dramatically evil or "	violent or good	 or sentimental are harder to sell.
no	X and Y	private	confidential	private - public	(\bprivate) and (?!public)(\b\w+)	 Ernest had never divulged his address to me, in spite of Kami's efforts, and Lynda's before her, claiming that this was 	private and confidential	 information.
no	X and Y	double	long	long - short	(?!short)(\b\w+) and (\blong)	 The same applies to the floating point types float, 	double and long	 double, where each one must provide at least as much precision as the preceding one.
no	X or Y	bad	worse	bad - good	(\bbad) or (?!good)(\b\w+)	 A friend of mine thought it was ok to smoke while pregnant, which is as 	bad or worse	 then drinking.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	" "" Whether he's "	dead or alive	, I have to know.
no	X and Y	good	expensive	bad - good	(\bgood) and (?!bad)(\b\w+)	 Not only millions of children drop out of school, but the ones who graduate do n't make the grade, with the exception of some 	good and expensive	 private institutions.
yes	X and Y	major	minor	major - minor	(major) and (minor)	 An approach that is working quite well for us at the moment is to design using 	major and minor	 breakpoints.
no	X or Y	rich	priviledged	poor - rich	(\brich) or (?!poor)(\b\w+)	 However, a perception of being a tourist or at least a 	rich or priviledged	" foreigner that is "" slumming it "" gives one some leeway with local law enforcement and other social arbiters of local conventions."
yes	both X and Y	large	small	large - small	both (large) and (small)	 There are several simple and inexpensive steps you can take that will provide basic protection for your business and its infrastructure in the case of misadventures 	both large and small	.
no	X or Y	wet	humid	dry - wet	(\bwet) or (?!dry)(\b\w+)	 Under 	wet or humid	 conditions, a whitish gray bacterial ooze may be present.
no	X and Y	old	profound	new - old	(\bold) and (?!new)(\b\w+)	" "" It was such an "	old and profound	 question:'What is the most compelling question facing physics?
yes	X and Y	high	low	high - low	(high) and (low)	 All further discussion, therefore, refers to the accompanying chart, which depicts changes of 1 degree F in the normal 	high and low	 daily temperatures at Phoenix, Arizona, over a 30-year base period from 1951 to 1980.
yes	X and Y	high	low	high - low	(high) and (low)	 On the right, in red, we see wild, chaotic oscillations of 	high and low	 numbers.
no	X and Y	dry	fibrous	dry - wet	(\bdry) and (?!wet)(\b\w+)	 The shriveled tubers did n't look promising, and when cooked, were sure to be 	dry and fibrous	, for it was early May and the harvest of new yams still some months away.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	" "" You're worth "	more dead than alive	", "" laughs Potter."
yes	X or Y	rich	poor	poor - rich	(rich) or (poor)	 Whether you're 	rich or poor	, you can love a good hot dog.
no	X and Y	flirty	feminine	feminine - masculine	(?!masculine)(\b\w+) and (\bfeminine)	" "" It's "	flirty and feminine	 but still earthy enough to wear every day.
no	X and Y	good	fruitful	bad - good	(\bgood) and (?!bad)(\b\w+)	 The discussion prompted by the post has been, contrary to what some may think, pretty 	good and fruitful	 in my opinion.
yes	X and Y	low	high	high - low	(low) and (high)	 Mortality risk increased with 	low and high	 BMI (&lt; 23 or &gt; 28) in groups of non-smokers without evidence of disease upon study entry.
yes	X, not Y	good	bad	bad - good	(good), not (bad)	 It should make me feel 	good, not bad	.
no	X and Y	hot	comforting	cold - hot	(\bhot) and (?!cold)(\b\w+)	 While still being 	hot and comforting	, tea @ @ @ @ @ @ @ @ @ @ you dehydrated and shaky.
yes	X or Y	low	high	high - low	(low) or (high)	 And how does this mid bend point compare to some other company's mid or 	low or high	 bend point?
no	either X or Y	hot	iced	cold - hot	either (\bhot) or (?!cold)(\b\w+)	 4 to 6 cups a day of green tea, 	either hot or iced	.
yes	both X and Y	low	high	high - low	both (low) and (high)	 By contrast, pessimists, relative to optimists, showed a higher level of clinically significant time 2 depressive symptomatology at 	both low and high	 frequencies of physical stress.
yes	either X or Y	cold	hot	cold - hot	either (cold) or (hot)	 Use lightweight food containers and bring several packs; one for cold items, one for hot, one for the food that does n't need 	either cold or hot	, and one for the nonfood items.
yes	X and Y	public	private	private - public	(public) and (private)	 Partnerships between government agencies and the public are essential to maintaining integrity and diversity across landscapes that include 	public and private	 lands.
