class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 Horses, being horses, hate running parallel to such a slope -- and so closed in from 	left and right	 -- wedging the knights tight as they closed in.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 also i make errors with 	left and right	 and stuff like that.
no	X and Y	poor	middle	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Support the Paul Ryan budget, which replaces Medicare for senior citizens with a coupon and takes a meat-axe to all programs for the 	poor and middle	 class so they can cut taxes even more for the wealthy.
no	X and Y	new	creative	new - old	(\bnew) and (?!old)(\b\w+)	 Instead of expanding into 	new and creative	 ways to tax and spend get the fare recovery at least up to the national average.
no	X and Y	clever	fast	fast - slow	(?!slow)(\b\w+) and (\bfast)	 Galbraith and Billy McGrath as captains, and the exhibition of clean, 	clever and fast	 soccer displayed during that ninety minutes has never been seen before on any Pacific Northwest soccer field.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 Many things 	both good and bad	 happened in his lifetime that are worth reading.
no	X and Y	sad	angry	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Did it make me 	sad and angry	?
no	X and Y	dead	General	alive - dead	(\bdead) and (?!alive)(\b\w+)	 Osama bin Laden is 	dead and General	 Motors is alive.
no	X and Y	demographic	high	high - low	(?!low)(\b\w+) and (\bhigh)	 At the same time, the combination of a lower retail 	demographic and high	 rents (based on new construction) will result in more chains and those that take advantage of the poor - such as rent to own.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 The 	urban and rural	 poor of India are unenthusiastic about liberalization, not because it is making them poorer as some claim, but because they have not seen much liberalization in their means of livelihoods.
no	X and Y	sensitive	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Everyone always called him gay because he's pretty, 	sensitive and soft	.
no	X and Y	happy	respectable	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 so @ @ @ @ @ @ @ @ @ @ accepting of other people, never impose your beliefs on others and you will SURELY lead a 	happy and respectable	 life with your dignity intact!
no	X or Y	sexy	hot	cold - hot	(?!cold)(\b\w+) or (\bhot)	 Honestly I look at women all the time, while I do n't think they're 	sexy or hot	 they can be quote beautiful.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Even the best refs will miss or misread plays, but in fairness, both teams are subject to the same 	good or bad	 calls, and there are no rewinds for anyone.
yes	X or Y	wet	dry	dry - wet	(wet) or (dry)	 Clinical testing also showed that with daily use (the treatment is applied root to tip, on 	wet or dry	 hair), the hair continues to grow stronger after a month.
no	X and Y	short	sweet	long - short	(\bshort) and (?!long)(\b\w+)	 I ran 60 minutes on Sunday and felt fine, but I am trying to err on the side of 	short and sweet	 right now.
no	X and Y	feminine	sweet	feminine - masculine	(\bfeminine) and (?!masculine)(\b\w+)	 More specific, do nt use vulgar words, do nt interrupt him when he speaks, be 	feminine and sweet	 and do nt use manly gesture at all.
no	X and Y	bad	worse	bad - good	(\bbad) and (?!good)(\b\w+)	 Western nations are looking at a situation where the choices are limited to 	bad and worse	.
no	X and Y	daunting	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Cleaning the elephant cage at the zoo is also 	daunting and difficult	.
no	X and Y	sad	scary	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It is 	sad and scary	 that so many legislators do n't understand the things you've pointed out here.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 It's not just an important food issue, and it's not about whether GMOs are 	good or bad	 (on which the verdict may be out for decades to come).
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 It's right or left, conservative or liberal, 	right or wrong	.
no	X and Y	good	pure	bad - good	(\bgood) and (?!bad)(\b\w+)	These types of writings are very soothing and will make us think, they are a way of escape for a while into something that is 	good and pure	.
no	X and Y	heavy	constant	heavy - light	(\bheavy) and (?!light)(\b\w+)	 The rain was 	heavy and constant	; the sky was as dark as a terrorist's heart.
no	X and Y	alive	passionate	alive - dead	(\balive) and (?!dead)(\b\w+)	 They represent a necessary, 	alive and passionate	 faith that is not transcribed in books, or sustained through mass campaigns of control and direction.
no	X and Y	smart	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 While he is a 	smart and good	 man, he.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 On the nights I'm by myself, we do leftovers or 	quick and easy	 (i.
no	X and Y	easy	ready	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 For example, I make a huge salad and/or cut up all the fruits and vegggies in advance so they are 	easy and ready	 to grab.
no	X and Y	long	pleasant	long - short	(\blong) and (?!short)(\b\w+)	 -We try very hard to make dinner relatively 	long and pleasant	.
yes	both X and Y	male	female	female - male	both (male) and (female)	 In addition, salary increases for 	both male and female	 executives have fallen since last year's Survey -- in the 2010 Survey male salaries were found to have risen by 2.
no	X and Y	deaf	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 However, donations help us provide closed captioning for the 	deaf and hard	 @ @ @ @ @ @ @ @ @ @ your generous contribution.
yes	X and Y	large	small	large - small	(large) and (small)	 I recently lived car-less in Taiwan for six months, and while there I learned to appreciate a very modest thing, widespread automobile ownership, which gives you much more day-to-day control over matters 	large and small	.
no	X or Y	cold	warm	cold - hot	(\bcold) or (?!hot)(\b\w+)	 These are people with no concept of previous economic cycles, past wars, or even extended 	cold or warm	 weather patterns lasting, ironically, an average of 30 years.
no	X and Y	happy	successful	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 I know that I have no desire to tear my friends down, I want them to be 	happy and successful	.
no	X and Y	dishonest	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 The " progressive " way was base, emotional, shrill, intellectually 	dishonest and bad	 for our country.
no	X and Y	long	glorious	long - short	(\blong) and (?!short)(\b\w+)	 That list is 	long and glorious	.
no	X and Y	happy	natural	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 They look so 	happy and natural	, even though they're on another world.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 You can find instructions here -- it's 	quick and easy	.
no	X and Y	clean	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 When war comes, choosing sides will be quick, 	clean and easy	.
no	X and Y	complex	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Election-related employment issues can be 	complex and difficult	 to navigate.
no	X or Y	difficult	risky	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 If it were really 	difficult or risky	, you would n't have firms fighting over the right to underwrite them.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Something 	good or bad	 is said, or done to us and we turn around and share.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 This upscale, luxury residence will also allow you 	quick and easy	 access to the Honolulu Zoo, Kapi'olani Park, the Waikiki Aquarium, and Diamond Head, one of the most famous landmarks in Hawaii.
no	X and Y	new	fresh	new - old	(\bnew) and (?!old)(\b\w+)	 We've established this 	new and fresh	 take on Trek, now let's explore it some.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 If not, I'd expect to see more conventional marketing on any future Trek, be it on the 	big or small	 screen.
no	X and Y	new	emerging	new - old	(\bnew) and (?!old)(\b\w+)	 in Business Administration from Ithaca College, Gabe has been pursuing his passion for technology by researching and analyzing 	new and emerging	 trends in the online world.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 Roosevelt gave us hope, and Obama gave us @ @ @ @ @ @ @ @ @ @ 	rich and powerful	 who did n't like his programs to get lost.
no	X and Y	repetitive	long	long - short	(?!short)(\b\w+) and (\blong)	 It might be temporary, or it could be 	repetitive and long	 term.
no	X and Y	difficult	risky	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 This'do everything'approach is obviously a 	difficult and risky	 thing to pull off, but the potential payoff is great.
no	X and Y	right	shiny	right - wrong	(\bright) and (?!wrong)(\b\w+)	 You're not going to log @ @ @ @ @ @ @ @ @ @ 24 people with bosses dropping left and 	right and shiny	 loot shoved in your hands.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 You're not going to log @ @ @ @ @ @ @ @ @ @ 24 people with bosses dropping 	left and right	 and shiny loot shoved in your hands.
no	X or Y	heavy	serious	heavy - light	(\bheavy) or (?!light)(\b\w+)	 I'm looking for books, movies, and TV shows that are engaging and entertaining, but not 	heavy or serious	, and that do n't take too much brainpower to follow.
no	X and Y	fast	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 I wish you a 	fast and easy	 recovery.
no	X and Y	long	ugly	long - short	(\blong) and (?!short)(\b\w+)	 But this chain of events should still be profoundly disturbing to anyone familiar with the FBI's 	long and ugly	 history of using targeted leaks from electronic surveillance in an attempt to destroy political adversaries.
no	X and Y	new	untried	new - old	(\bnew) and (?!old)(\b\w+)	 It's a lot harder to generate that much excitement over something 	new and untried	, but at the same time, we do see a lot of new, interesting stuff like FTL getting funded as well.
no	X and Y	new	innovative	new - old	(\bnew) and (?!old)(\b\w+)	 Of those proposing 	new and innovative	 projects, few have had the curriculum (or the exposure) to convince us they could pull it off.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Every outcome you experience, both 	good or bad	, is the result of how you responded to the triggering event.
no	X and Y	wrong	cowardly	right - wrong	(\bwrong) and (?!right)(\b\w+)	 But he must have known that what he was doing was 	wrong and cowardly	.
no	X and Y	new	upcoming	new - old	(\bnew) and (?!old)(\b\w+)	 As a organization professional, you should always be conscious of the 	new and upcoming	 aspects occurring in your professional place that aim to improve organization.
no	X and Y	new	used	new - old	(\bnew) and (?!old)(\b\w+)	 Once the car is paid off, you can keep going and bypass the rising cost of 	new and used	 cars.
no	X and Y	hot	muggy	cold - hot	(\bhot) and (?!cold)(\b\w+)	2 miles, and the hardship of the race was compounded by unseasonably 	hot and muggy	 weather.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 I'm glad, however, that you are 	alive and well	 enough to have that fit of anger - you survived - it's more than many others were lucky enough to do.
no	either X or Y	true	worthy	false - true	either (\btrue) or (?!false)(\b\w+)	 I hope you vote Gary Johnson today and ignore the simple slogans, slogans you know to be to simple to be 	either true or worthy	 of your support.
no	X or Y	bored	happy	happy - sad	(?!sad)(\b\w+) or (\bhappy)	 Yes they are cute; but they are also stubborn, and they can feel 	bored or happy	 depending on their mood.
no	X or Y	angry	sad	happy - sad	(?!happy)(\b\w+) or (\bsad)	 While they do n't truly reflect your mood (there's no brainwave measurements that say whether or not you're 	angry or sad	), they do reflect how hard you're thinking at the time.
yes	X and Y	high	low	high - low	(high) and (low)	 I searched 	high and low	 and confrimed that I activate admin account earlier in specialize phase, it is active, it is a member of administrators e.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 I just ran Sysprep and the administrator account was 	alive and well	.
no	X or Y	new	revolutionary	new - old	(\bnew) or (?!old)(\b\w+)	 It's nothing 	new or revolutionary	.
no	X or Y	small	moderate	large - small	(\bsmall) or (?!large)(\b\w+)	 In 	small or moderate	 doses, it is a powerful diuretic and a valuable remedy in dropsy, especially when this is connected with affections of the heart.
no	X and Y	slow	irregular	fast - slow	(\bslow) and (?!fast)(\b\w+)	 In cases of poisoning by Digitalis, with a very 	slow and irregular	 pulse, the administration of Atropine is generally all that is necessary.
no	X and Y	lawful	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Eat of that which is 	lawful and good	 on the earth, and follow not the footsteps of Shaitan (Satan).
no	X and Y	nice	large	large - small	(?!small)(\b\w+) and (\blarge)	 I am telling myself to wait until the bear looks 	nice and large	 in the lens so it will even look big in the little postage stamp pictures that I mentioned in my last post.
