class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 In this beautifully photographed book, Bilhuber shows that high style can (and should) encompass effortless comfort-interiors where families 	big or small	 can take pleasure in easy spaces that are brilliant amalgams of new and old.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 In the West at the time it was obvious that the working class was the central agency and that it would rely on the 	urban and rural	 petty bourgeoisies.
no	X and Y	easy	normal	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 Note: This is under the 	easy and normal	 difficulty setting.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 There is a 	quick and easy	 way to remember when it will end.
no	X and Y	fast	effective	fast - slow	(\bfast) and (?!slow)(\b\w+)	 This is a 	fast and effective	 way to take care of the Uruk Hai.
no	X or Y	true	true	false - true	(?!false)(\b\w+) or (\btrue)	 Not to mention that most of the time they find Republican comments as mostly false, or half true when similar situations they find democrats to be mostly 	true or true	.
no	X and Y	hard	unrelenting	hard - soft	(\bhard) and (?!soft)(\b\w+)	 His 	hard and unrelenting	 expression told Peter that this brave warrior truly believed in the cause he was fighting for.
no	X and Y	cold	proud	cold - hot	(\bcold) and (?!hot)(\b\w+)	 He noticed the warrior's depthless eyes were 	cold and proud	.
no	X and Y	close	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 We are really 	close and good	 friends too and yet I have kept the whole not drinking thing really light between us.
yes	X and Y	minor	major	major - minor	(minor) and (major)	 Students of 	minor and major	 seminaries are aspirants to the priesthood.
no	X and Y	cold	unfriendly	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Atta comes across as 	cold and unfriendly	, and is disapproving of the presence of women servers behind the bar.
no	X and Y	polite	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 92 He will tell the 9/11 Commission that Jarrah is " 	polite and easy	 to deal with, " and does not show " any hostility to the United States or to the West.
no	X and Y	soft	musky	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Something 	soft and musky	 but manly and sweet.
no	X and Y	short	uncertain	long - short	(\bshort) and (?!long)(\b\w+)	 My son's premature death has shown me that life is too 	short and uncertain	 to do anything else.
no	X and Y	new	better	new - old	(\bnew) and (?!old)(\b\w+)	 The biopharmaceutical research industry is working intensively to develop 	new and better	 treatments.
no	X and Y	true	tasty	false - true	(\btrue) and (?!false)(\b\w+)	 My promise is that every recipe I share will be tried and 	true and tasty	!
no	X or Y	processed	fast	fast - slow	(?!slow)(\b\w+) or (\bfast)	 Eating more of low-calorie, nutrient-rich foods, @ @ @ @ @ @ @ @ @ @, high-sodium foods, such as refined, 	processed or fast	 foods, can shape up your diet as well as your heart and waistline.
no	X and Y	widespread	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 The rest of his book is an attempt to paint a picture alleging a 	widespread and active	 Satanic underground.
no	X and Y	new	healthier	new - old	(\bnew) and (?!old)(\b\w+)	 Are you looking forward to a 	new and healthier	 you?
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 Something like this can only happen in a country where there is no Rule of Law, therefore no crimes too 	big or small	 can be committed.
no	X and Y	nice	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 American fridges keep things 	nice and cold	 so you can probably get an extra day out of it.
no	X and Y	good	healthy	bad - good	(\bgood) and (?!bad)(\b\w+)	 It was hardbut now I'm 30 weeks which is much better than the 24w I had our first and he is looking 	good and healthy	.
no	X and Y	fast	loose	fast - slow	(\bfast) and (?!slow)(\b\w+)	 Reidy is that she plays 	fast and loose	 with the truth.
no	X and Y	hot	cramped	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The green screen studio is in my basement, so it was 	hot and cramped	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 Wray recounts the 	good and bad	 times and her encounters with many famous personalities.
no	X and Y	environmental	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Environmental Protection Agency is celebrating the 40th anniversary of the signing of the Clean Air Act Amendments, a landmark piece of legislation that has led to significant 	environmental and public	 health benefits across the United States.
no	both X and Y	young	old	new - old	both (?!new)(\b\w+) and (\bold)	 These naturally wild animals, as seen in their books Owen and Mzee and Looking for Miza, have overcome great adversity and have captured headlines and the hearts of people 	both young and old	.
yes	X and Y	old	new	new - old	(old) and (new)	 Drawing from various traditional Chinese genres, artistic director Doudou Huang seeks to reinvent Chinese dance, skillfully weaving East and West, 	old and new	, and interpreting history through a modern filter.
no	X and Y	soft	queasy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Oooh, is that 	soft and queasy	.
no	X and Y	pointless	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 Utter tosh, this a brilliant film yet the marketeers seem intent on commissioning utterly 	pointless and poor	 pieces of artwork.
no	X and Y	long	narrow	long - short	(\blong) and (?!short)(\b\w+)	 Lots were 	long and narrow	, and owners had some access to an acequia or the river, Mills said.
yes	whether X or Y	dead	alive	alive - dead	whether (dead) or (alive)	 I expect we'll see him soon enough, though 	whether dead or alive	 I could n't guess.
yes	X or Y	happy	sad	happy - sad	(happy) or (sad)	 Our software tell us if the person likes something or not and if he is 	happy or sad	 or angry.
no	X or Y	sad	angry	happy - sad	(\bsad) or (?!happy)(\b\w+)	 Our software tell us if the person likes something or not and if he is happy or 	sad or angry	.
no	X and Y	wet	shiny	dry - wet	(\bwet) and (?!dry)(\b\w+)	 It was raining, and everything was 	wet and shiny	 under the street lights.
no	X and Y	new	exciting	new - old	(\bnew) and (?!old)(\b\w+)	 And here is Murugadoss'main issue; he takes high concepts and throws in low-brow elements which scuttle any progress he might have made toward creating something 	new and exciting	.
no	X or Y	hard	painful	hard - soft	(\bhard) or (?!soft)(\b\w+)	 It's not that 	hard or painful	 and actually makes you feel better, not worse @ @ @ @ @ @ @ @ @ @ Hi!
no	X and Y	long	unpopular	long - short	(\blong) and (?!short)(\b\w+)	's commitment to Afghanistan after the 	long and unpopular	 war comes to an end.
no	X and Y	new	shorter	new - old	(\bnew) and (?!old)(\b\w+)	 New surveys were made, milestones were placed on principal roads, and 	new and shorter	 routes laid out.
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 Hold down the 	left or right	 arrow key to see your life flash before your eyes.
no	X and Y	slow	methodical	fast - slow	(\bslow) and (?!fast)(\b\w+)	 That shows that this was indeed a 	slow and methodical	 rollout.
no	X or Y	easy	natural	difficult - easy	(\beasy) or (?!difficult)(\b\w+)	 It is not with them " an object of desire " to have their hearts right with God, and hence, nothing is more 	easy or natural	 than that they should rebel and go astray.
no	X or Y	deaf	hard	hard - soft	(?!soft)(\b\w+) or (\bhard)	) If you are 	deaf or hard	 of hearing, you may call our TTY number, 1-800-325-0778.
no	X and Y	good	ready	bad - good	(\bgood) and (?!bad)(\b\w+)	 He tells GOB, " Get rid of the Seaward, " and Lucille responds, " I'll go when I'm 	good and ready	.
no	X and Y	good	ready	bad - good	(\bgood) and (?!bad)(\b\w+)	 " I'll go when i'm 	good and ready	 " haha i get that now.
no	X and Y	good	faithful	bad - good	(\bgood) and (?!bad)(\b\w+)	 " Well done my 	good and faithful	 servent ".
no	X and Y	new	novel	new - old	(\bnew) and (?!old)(\b\w+)	 They will be introduced to a 	new and novel	 concept - weights and strength training and a strength coach who does n't quit every six months due to a lack of, well, weights.
yes	X and Y	old	new	new - old	(old) and (new)	 Ground forces that remained would be quickly deployable elsewhere; and their area of operations would grow to include 	old and new	 theatres in south-east Asia and east and north Africa.
no	X and Y	worthless	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 Okay, I'm a terrible being because im 	worthless and bad	, oh that's nice.
no	X and Y	sad	depressed	happy - sad	(\bsad) and (?!happy)(\b\w+)	 I'm sad everyday, all the time, constantly 	sad and depressed	 and feeling worthless and hated and bad.
no	X and Y	happy	stable	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Of those with ended first marriages the second is toward the EXTREMELY 	happy and stable	 end.
no	X and Y	sad	indecent	happy - sad	(\bsad) and (?!happy)(\b\w+)	 That is 	sad and indecent	.
no	X and Y	small	intimate	large - small	(\bsmall) and (?!large)(\b\w+)	 It was only after having been to a 	small and intimate	 festival in 2005 that Simon thought to himself that we can actually make this happen and put on our own quality festival.
no	X and Y	small	great	large - small	(\bsmall) and (?!large)(\b\w+)	 And I saw the dead, 	small and great	, standing before God, and books were opened.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 The goal of this article is to give you the information necessary to make the journey 	quick and easy	.
no	X and Y	old	incorrect	new - old	(\bold) and (?!new)(\b\w+)	 Google maps has been frustratingly incorrect many times with 	old and incorrect	 data.
no	X and Y	slow	steady	fast - slow	(\bslow) and (?!fast)(\b\w+)	 A 	slow and steady	 increase in private-sector employment may not be sufficient, though, to remove the sense of urgency that voters project about jobs.
no	X and Y	fresh	new	new - old	(?!old)(\b\w+) and (\bnew)	 Romney actually looks engaged and always has something 	fresh and new	 to say.
no	X and Y	clear	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 In all three surveys, 99 percent said they found our articles 	clear and easy	 to understand.
no	X and Y	active	ongoing	active - passive	(\bactive) and (?!passive)(\b\w+)	 Retiring your ruck will also give you and other users to more easily sort through the rucks that are 	active and ongoing	.
no	X and Y	sad	unforgivable	happy - sad	(\bsad) and (?!happy)(\b\w+)	 The 	sad and unforgivable	 part was Romney and his team was not even.
no	X and Y	long	redundant	long - short	(\blong) and (?!short)(\b\w+)	 Compiling a 	long and redundant	 series of unnecessary actions and descriptions does not make a work straightforward, it makes it needlessly complicated.
no	X and Y	good	meaningful	bad - good	(\bgood) and (?!bad)(\b\w+)	 To be able to look uncertainty, intuitive pessimism, our own impending demise, and even the gaping void of eternity squarely in its facelessness and still wrest away something profoundly 	good and meaningful	.
no	X and Y	large	burning	large - small	(\blarge) and (?!small)(\b\w+)	 Depictions of the end of the world are funny things, personal, societal, drawing out our quiet, familial, almost religious expectations of the people around us and writing them 	large and burning	.
no	X and Y	bleak	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 more I agree that the story is mind-boggling as McCarthy brought us to the 	bleak and sad	 post-apocalyptic cataclysmic America.
no	X and Y	false	artificial	false - true	(\bfalse) and (?!true)(\b\w+)	 The hopelessness and sadness were not just too much to bear but everything became 	false and artificial	.
no	both X and Y	big	small	large - small	both (?!large)(\b\w+) and (\bsmall)	 While there he played many roles on stage, 	both big and small	.
no	X and Y	light	refreshing	heavy - light	(\blight) and (?!heavy)(\b\w+)	 The broth is very 	light and refreshing	, but still creamy and filling.
no	X and Y	new	challenging	new - old	(\bnew) and (?!old)(\b\w+)	 But it might equally be said that it was instigated to preserve, under 	new and challenging	 conditions, something that preceded that experience and was in danger of being forgotten by it.
