class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	technical	passive	active - passive	(?!active)(\b\w+) and (\bpassive)	 She brings a wealth of experience in sourcing, social recruiting, information retrieval, and 	technical and passive	 candidate recruiting.
no	X and Y	different	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 You are 	different and good	 you can distinguish how you wana be in your life.
no	X and Y	personal	public	private - public	(?!private)(\b\w+) and (\bpublic)	 What redeeming quality has this man ever shown on his 	personal and public	 life that would give anyone reason to take him seriously?
no	X and Y	entertaining	high	high - low	(?!low)(\b\w+) and (\bhigh)	 But I'd say that it's sort of okay since it was another source of humor for myself in a very 	entertaining and high	 energy video.
no	X and Y	hard	jaded	hard - soft	(\bhard) and (?!soft)(\b\w+)	 I just wish everyone did n't have to be so 	hard and jaded	.
no	X and Y	hard	jaded	hard - soft	(\bhard) and (?!soft)(\b\w+)	 The show has n't changed how Carl is, it has just sped it up so that he ends up being 	hard and jaded	 a little faster.
no	X and Y	heavy	expensive	heavy - light	(\bheavy) and (?!light)(\b\w+)	 WAVE tackles the problem of 	heavy and expensive	 electric vehicle batteries through wireless power that transfers electricity between vehicles and the roadway.
no	X and Y	rural	suburban	rural - urban	(\brural) and (?!urban)(\b\w+)	 It would be the voice of leftists in San Francisco and other deep blue cities drowning out and overwhelming 	rural and suburban	 areas.
no	X and Y	negative	false	false - true	(?!true)(\b\w+) and (\bfalse)	 He has run 	negative and false	 campaigns against all his contenders.
no	X and Y	negative	false	false - true	(?!true)(\b\w+) and (\bfalse)	 He has run 	negative and false	 campaigns against all his contenders.
no	X and Y	convincing	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 I @ @ @ @ @ @ @ @ @ @ Such intellect is very 	convincing and hard	 to ignore.
no	X or Y	false	malicious	false - true	(\bfalse) or (?!true)(\b\w+)	 Here commentators who spread 	false or malicious	 information are generally tolerated except in the most extreme circumstances.
no	X and Y	new	dangerous	new - old	(\bnew) and (?!old)(\b\w+)	 They attempted to make it appear that the " neocons " hatched a 	new and dangerous	 political " philosophy " in our po; tcal life and history.
no	X and Y	good	true	bad - good	(\bgood) and (?!bad)(\b\w+)	 It is a propaganda machine against all that is decent, 	good and true	.
no	X and Y	unmoved	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Outraged by insignificant matters, yet remaining 	unmoved and cold	 @ @ @ @ @ @ @ @ @ @ are not genuine, neither are their promises.
no	X and Y	easy	available	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 The wealth that makes computing power 	easy and available	, that makes high-speed internet access available to millions, empowers the crazy as well as the gifted and noble.
no	either X or Y	free	low	high - low	either (?!high)(\b\w+) or (\blow)	It's 	either free or low	 cost (I've @ @ @ @ @ @ @ @ @ @ me).
yes	between X and Y	good	bad	bad - good	between (good) and (bad)	 In a holodome above this area, there is an urban street that allows visitors to switch 	between good and bad	 lighting to see the impact of their actions.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 The International Dark-Sky Association (IDA) has downloadable posters and brochures covering topics on 	good and bad	 lighting and on the effects of light pollution on wildlife, energy, astronomy, safety, and glare control.
no	X and Y	easy	inexpensive	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 This article does a good job pointing out how 	easy and inexpensive	 it can be to spook up your house.
no	X or Y	right	accurate	right - wrong	(\bright) or (?!wrong)(\b\w+)	 Remember, the corporate polluters and their supporters do n't need to be 	right or accurate	 to win this debate.
no	X and Y	new	intriguing	new - old	(\bnew) and (?!old)(\b\w+)	 But students should also remember that the foundational reasoning skills and intuitive understanding that they gain here will allow <h> Tracking 	new and intriguing	 websites for the legal profession.
no	X and Y	hard	painful	hard - soft	(\bhard) and (?!soft)(\b\w+)	 This is 	hard and painful	 work to say the least.
no	X or Y	contrary	difficult	difficult - easy	(?!easy)(\b\w+) or (\bdifficult)	 I do n't say that to be 	contrary or difficult	; I say that simply because that's one of the best ways to get people to believe you.
no	X and Y	passive	unidirectional	active - passive	(\bpassive) and (?!active)(\b\w+)	 The hidden flaw in the system is that, to each individual, the system does not provide any interactive reinforcement of the current illusion; it's all 	passive and unidirectional	.
no	X and Y	passive	unidirectional	active - passive	(\bpassive) and (?!active)(\b\w+)	 The hidden flaw in the system is that, to each individual, the system does not provide any interactive reinforcement of the current illusion; it's all 	passive and unidirectional	.
no	X and Y	new	exciting	new - old	(\bnew) and (?!old)(\b\w+)	 It was a 	new and exciting	 message back then, and nobody else was saying it.
no	X and Y	active	persistent	active - passive	(\bactive) and (?!passive)(\b\w+)	) once again reveals 	active and persistent	 gender discrimination in international sports.
no	X and Y	slow	steady	fast - slow	(\bslow) and (?!fast)(\b\w+)	 After a year of what seems like one large collection after another stuffed with mediocrity I admire the 	slow and steady	 output of Divine.
no	X and Y	cold	distant	cold - hot	(\bcold) and (?!hot)(\b\w+)	 woods added that the president seemed 	cold and distant	 at the time saying shaking hands with him quite frankly was like shaking hands with the dead fish.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 This area of research is not limited to very 	young and old	 patients - sleep disorders reach across all ages and ethnicities.
no	X and Y	simple	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 This hugely effective method offers a 	simple and permanent	 solution for long-term and new insomniacs alike.
no	X and Y	term	new	new - old	(?!old)(\b\w+) and (\bnew)	 This hugely effective method offers a simple and permanent solution for long-	term and new	 insomniacs alike.
no	X and Y	small	fragile	large - small	(\bsmall) and (?!large)(\b\w+)	 53 percent) and " Images like this show how 	small and fragile	 planet Earth is in the context of the universe " (58 percent vs.
no	X or Y	minor	obscure	major - minor	(\bminor) or (?!major)(\b\w+)	 Am I the last person to discover these, or the first @ @ @ @ @ @ @ @ @ @ individual, and we have the chance to find some 	minor or obscure	 Films worth checking out.
no	X or Y	wrong	unjust	right - wrong	(\bwrong) or (?!right)(\b\w+)	 When you see something 	wrong or unjust	, many people do not do anything, waiting for someone else to step in!
no	X or Y	bad	scary	bad - good	(\bbad) or (?!good)(\b\w+)	 This is my first gig with zero owned or leased physical server infrastructure, and it's not as 	bad or scary	 as it sounds.
no	X and Y	smart	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 There are 	smart and bad	 marketers in every aspect of the marketing umbrella -- just look at the number of " social media marketers " whose business acumen is akin to a gnat's ass.
no	X and Y	clear	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 " A North Atlanta runner decided she wanted to have 	clear and easy	 access, and she said,'Get the expletive out of my way,'in a whiny and entitled voice.
no	X or Y	corporate	private	private - public	(?!public)(\b\w+) or (\bprivate)	 I would like to teach children in the Public School setting and not at the 	corporate or private	 level.
no	X and Y	busy	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 Because I fought hard and diligently, he did receive two (2) open-heart surgeries, and today leaves a very 	busy and active	 life.
no	X and Y	new	extraordinary	new - old	(\bnew) and (?!old)(\b\w+)	 I ca n't wait to see if they have the gumption to really give us something 	new and extraordinary	 the next time'round, the ingredients are certainly there for something extraordinary.
no	X and Y	sad	mad	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Makes me 	sad and mad	 that something is always made out of nothing.
yes	X, not Y	good	bad	bad - good	(good), not (bad)	 It should make me feel 	good, not bad	.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 (Extreme 	left and right	 groups).
no	X and Y	right	moral	right - wrong	(\bright) and (?!wrong)(\b\w+)	 Chick-Fil-A is just speaking @ @ @ @ @ @ @ @ @ @ Americans, view as 	right and moral	.
no	X and Y	bad	ugly	bad - good	(\bbad) and (?!good)(\b\w+)	 I invite you to give me your feedback too (good, 	bad and ugly	) at my website.
no	how X or Y	successful	happy	happy - sad	how (?!sad)(\b\w+) or (\bhappy)	 I do n't care how well-off I end up, 	how successful or happy	 or anything else.
no	X and Y	Hot	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 	Hot and cold	, up and down, right or left, this way or that way.
no	X and Y	new	greater	new - old	(\bnew) and (?!old)(\b\w+)	 Anytime we look inward we a stepping forward in @ @ @ @ @ @ @ @ @ @ you to something 	new and greater	 possibilities in your self development and growth.
yes	neither X nor Y	cold	hot	cold - hot	neither (cold) nor (hot)	 " I know your deeds, that you are 	neither cold nor hot	.
yes	neither X nor Y	hot	cold	cold - hot	neither (hot) nor (cold)	 So, because you are lukewarm -- 	neither hot nor cold	 -- I am about to spit you out of my mouth " (Revelation <h> What is 8 @ $1?
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 This will create huge political pressure in a country where people have over the past 25 years @ @ @ @ @ @ @ @ @ @ the gulf 	between rich and poor	 remains wide.
no	X and Y	current	new	new - old	(?!old)(\b\w+) and (\bnew)	 These days, Robby is focused on technical strategy, mentoring the development team, and building relationships with 	current and new	 clients.
no	X and Y	new	tricky	new - old	(\bnew) and (?!old)(\b\w+)	 This way the system learns faster and becomes more accurate, effectively warding off 	new and tricky	 spam attacks.
yes	X and Y	high	low	high - low	(high) and (low)	 I am just hiding on facebook, some of you are with me go through my 	high and low	, I am lucky to find friends with this www.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 	good or bad	.
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 It's all 	well and good	 for you to smugly announce that this was a non-event after the fact.
no	X and Y	fast	loose	fast - slow	(\bfast) and (?!slow)(\b\w+)	 " In fact, Uber comes at everything fast and hard -- or 	fast and loose	.
no	X and Y	great	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 if ur 	great and good	 boxer u will never accept the fight, ull trained well what is there for u.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 If it is 	right or wrong	 is immaterial.
no	X and Y	short	simple	long - short	(\bshort) and (?!long)(\b\w+)	 Most of the time, this meeting will be a 	short and simple	 procedure where you are asked a few questions about your bankruptcy forms and your financial situation.
no	X and Y	simple	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Everyone dances around it but no one even @ @ @ @ @ @ @ @ @ @ the 	simple and easy	 measurements which we already have the equipment for at every observatory?
no	X or Y	long	complicated	long - short	(\blong) or (?!short)(\b\w+)	 In American @ @ @ @ @ @ @ @ @ @ comma often separated a 	long or complicated	 subject noun phrase from the verb phrase in standard literary English.
no	X and Y	good	decent	bad - good	(\bgood) and (?!bad)(\b\w+)	 I'm looking for a 	good and decent	 man or women who can be judged on their actions, not on what they say or do n't say about their faith.
no	X or Y	false	unverifiable	false - true	(\bfalse) or (?!true)(\b\w+)	 We reserve the right to remove comments that are obscene, racist or abusive and statements that are 	false or unverifiable	 as well as posts that are attacking other users.
no	X and Y	large	surly	large - small	(\blarge) and (?!small)(\b\w+)	 I do n't feel threatened, because I'm 	large and surly	 enough that even the genuine creeps do n't want to be locked in an elevator with me when I'm angry.
no	X or Y	bad	insufficient	bad - good	(\bbad) or (?!good)(\b\w+)	 Also, male compensation of female discomfort gone 	bad or insufficient	 does not lead to multiple arrests over trumped up charges, lynchings, etc.
no	X and Y	good	trustworthy	bad - good	(\bgood) and (?!bad)(\b\w+)	 After all, I'm a 	good and trustworthy	 person and how dare you suggest otherwise?
no	X and Y	bad	rare	bad - good	(\bbad) and (?!good)(\b\w+)	 It's the perfect example of a reasonable and efficient means of preventing something very 	bad and rare	.
