class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	good	new	bad - good	(\bgood) and (?!bad)(\b\w+)	 I'm trying to modelize it with my maths (if it works, that could give a very 	good and new	 colorimetric space.
no	X or Y	old	ill	new - old	(\bold) or (?!new)(\b\w+)	 They're either dropped off at shelters when they get 	old or ill	 or they end up strays on the streets and are picked up by animal control.
no	both X and Y	apprehensive	happy	happy - sad	both (?!sad)(\b\w+) and (\bhappy)	 My department tends to be 	both apprehensive and happy	 when my birthday rolls around!
no	X and Y	long	random	long - short	(\blong) and (?!short)(\b\w+)	 Do fill in the NAME blank, be it only a first name, especially if you have a 	long and random	 address: our bot-deleter might make an error otherwise.
no	X and Y	light	magnetic	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Did Maxwell's equations -- linking derivatives of magnetic field and light fields together in a good theoretically sound basis -- come before or after 	light and magnetic	 waves were being used?
no	X and Y	scaled	low	high - low	(?!high)(\b\w+) and (\blow)	 All it means is that, with a proper baseline chosen, CO2 level is well represented as a 	scaled and low	 pass filtered version of temperature.
no	X and Y	cold	windy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 But more CO2 is absorbed in 	cold and windy	 oceanic regions.
no	X and Y	small	negligible	large - small	(\bsmall) and (?!large)(\b\w+)	 To actually argue that a is 	small and negligible	 compared to f (c, T), you need to know T0.
no	X and Y	low	embarrassing	high - low	(\blow) and (?!high)(\b\w+)	 This is 	low and embarrassing	 - I'm embarrassed for this step daughter saying these things so what must her dad and Amy Sensor be thinking - this girl just ruined any family loyalty forever.
no	X and Y	long	successful	long - short	(\blong) and (?!short)(\b\w+)	 Chuck has had a profound @ @ @ @ @ @ @ @ @ @ years, and we look forward to a 	long and successful	 future relationship.
no	X and Y	easy	breezy	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 If pursuing a GARP approach were as 	easy and breezy	 as the notion is bandied about in such conversations, why would n't everyone want to be a GARP investor, after all?
no	X or Y	low	negative	high - low	(\blow) or (?!high)(\b\w+)	 There are approximately 1,700 US stocks with a total market value greater than $500 million from which we exclude about 500 stocks with 	low or negative	 ROAs 4.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	 Many of these companies could theoretically be worth 	more dead than alive	 for the assets on their balance sheets.
yes	X and Y	large	small	large - small	(large) and (small)	 Therefore, we have a broad opportunity set among 	large and small	 companies operating in many different industries.
no	X and Y	large	growing	large - small	(\blarge) and (?!small)(\b\w+)	 Hopefully, the company will put some of that cash flow into our hands by way of paying out 	large and growing	 dividends!
no	X and Y	tried	true	false - true	(?!false)(\b\w+) and (\btrue)	 I would simply try some of the 	tried and true	 lost phone finding techniques -- things like going back in your mind and remembering the last place you had the phone.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 This makes assembling your album so 	quick and easy	 and fun because the hard part is done for you.
no	X and Y	easy	fun	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 This makes assembling your album so quick and 	easy and fun	 because the hard part is done for you.
no	X and Y	long	successful	long - short	(\blong) and (?!short)(\b\w+)	 He is a good player (well, not this year, but you know what I'm saying) who has enjoyed a 	long and successful	 career.
no	X and Y	cruel	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 They are as 	cruel and cold	 as the grave.
yes	X or Y	wrong	right	right - wrong	(wrong) or (right)	 You got ta do what you got ta do - there's no 	wrong or right	 answer - it's whatever is best for mama and baby.
no	X and Y	happy	brilliant	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 I did the same with my first child and 11 years later, she is healthy and 	happy and brilliant	 and we have an incredible relationship (read: we bonded and she never touched my boob).
no	X and Y	healthy	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 I did the same with my first child and 11 years later, she is 	healthy and happy	 and brilliant and we have an incredible relationship (read: we bonded and she never touched my boob).
no	X and Y	fussy	small	large - small	(?!large)(\b\w+) and (\bsmall)	 In my urban environment I have felt very judged for breastfeeding a 	fussy and small	 baby and staying home with him and not jumping back into my former career.
yes	whether X or Y	right	wrong	right - wrong	whether (right) or (wrong)	 I have been taught, 	whether right or wrong	, that the majority of the people eventually reject righteousness.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 I envision you wearing a Che t-shirt which is another sign that the " useful idiots " theory is 	alive and well	.
no	X and Y	good	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 But that strawman you've constructed is now 	good and dead	, rory, well done.
no	X and Y	happy	sarcastic	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Folks are onery and silly and 	happy and sarcastic	.
no	X and Y	silly	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Folks are onery and 	silly and happy	 and sarcastic.
no	X and Y	new	recurring	new - old	(\bnew) and (?!old)(\b\w+)	 I just returned from my sixth trip, and Haiti undoes me in 	new and recurring	 ways each time I am privileged to spend time within her borders amongst her people.
no	X and Y	rich	meaningful	poor - rich	(\brich) and (?!poor)(\b\w+)	 But social media is beckoning, promising 	rich and meaningful	 -- and challenging -- engagement for those committed to working for it and, if need be, chasing after it.
no	X and Y	long	expensive	long - short	(\blong) and (?!short)(\b\w+)	 Why on earth did the Lakers give away the store to Gasol with such a 	long and expensive	 contract?
no	X and Y	live	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 What is the archive today and how does it function as a 	live and active	 space for photographers, collectors, families and the scholar?
yes	X and Y	major	minor	major - minor	(major) and (minor)	 For the remainder of the'77 season as well as 1978-79, Donnie would be shuttled back and forth between the Cubs 	major and minor	 league teams.
no	X and Y	good	brave	bad - good	(\bgood) and (?!bad)(\b\w+)	 Louis who has any love of freedom in his heart, and sending you personal thanks for the 	good and brave	 Proclamation of Sept 22.
no	X and Y	spontaneous	alive	alive - dead	(?!dead)(\b\w+) and (\balive)	 I want to achieve this monumental scale, want it to feel 	spontaneous and alive	, and I also want @ @ @ @ @ @ @ @ @ @ the way the Abstract Expressionist paintings did.
no	X and Y	sad	unfair	happy - sad	(\bsad) and (?!happy)(\b\w+)	 That is so 	sad and unfair	!
no	X and Y	happy	satisfied	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Even if you describe them, make sure that you do not emotionally " wish " it was them, but simply concentrate on the 	happy and satisfied	 feeling you get when imagining yourself with that perfect person.
yes	X and Y	public	private	private - public	(public) and (private)	 Total indebtedness, 	public and private	, in 8/2007 was 300% of GDP.
yes	more X than Y	right	wrong	right - wrong	more (right) than (wrong)	 Mitt did not run a perfect campaign, but he did far 	more right than wrong	.
no	X or Y	bad	worse	bad - good	(\bbad) or (?!good)(\b\w+)	 That said, Republicans are just as 	bad or worse	!
no	X and Y	long	healthy	long - short	(\blong) and (?!short)(\b\w+)	 I want Obama to live a 	long and healthy	 life with him realizing he is going to go down in history next to Carter as one of the worst presidents in history.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 It was 	quick and easy	.
no	X and Y	thick	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 It's about twice as 	thick and heavy	 as the Jambox.
yes	X and Y	new	old	new - old	(new) and (old)	00 Date: October 2, 2012 Fiction Summary: The famous chronicler of Native American life, best known for his placement among banned books lists, publishes 	new and old	 stories.
yes	X and Y	public	private	private - public	(public) and (private)	 There is'cronyism'where things like nepotism and'old boy networks'are in play with 	public and private	 companies that may or may not be part of your definition (principal-agent problem).
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 That is all 	well and good	.
no	X and Y	wrong	obsessional	right - wrong	(\bwrong) and (?!right)(\b\w+)	 Time and EDK's own whiny screeds have vindicated her skepticism, and although I do n't think I piled on in the comments, I apologize unreservedly for thinking she was 	wrong and obsessional	 on the subject.
yes	X or Y	high	low	high - low	(high) or (low)	 It does not enjoin that which pleases a weak, frail man, but, without any regard @ @ @ @ @ @ @ @ @ @ evil in all, whether rich or poor, 	high or low	.
no	X and Y	small	understocked	large - small	(\bsmall) and (?!large)(\b\w+)	 Otherwise, empiricists got ta stop acting like they own the place -- they're just one stall in the marketplace of ideas and frankly it's rather 	small and understocked	.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 Stipulated that creationism is nonsense, the above list only a quick grab to postulate the existence of scientists capable of credible work despite their their belief -- 	young or old	 -- in creationism.
no	X or Y	new	superior	new - old	(\bnew) or (?!old)(\b\w+)	 And indeed, it will, just like any other 	new or superior	 product will.
no	X and Y	wrong	great	right - wrong	(\bwrong) and (?!right)(\b\w+)	 And this is a time of highly grave moral 	wrong and great	 evil.
no	X and Y	True	false	false - true	(?!true)(\b\w+) and (\bfalse)	 Let's break down the various assumptions about dating @ @ @ @ @ @ @ @ @ @ men: 	True and false	.
yes	either X or Y	right	wrong	right - wrong	either (right) or (wrong)	 Whether or not a man is marriage minded is n	either right or wrong	.
no	X and Y	good	interesting	bad - good	(\bgood) and (?!bad)(\b\w+)	 Bear in mind that the reason is something which a reporter could utilize for a 	good and interesting	 story.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 The recipe was extremely 	quick and easy	, and I did like the taste of the cookies, especially with the fresh strawberries on top.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 That we @ @ @ @ @ @ @ @ @ @ not 	right or wrong	 by some global moral compass but rather one we've created for ourselves.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 My father has passed away, but Mom is still 	alive and well	 (and reading Making Light!
no	X and Y	high	pricey	high - low	(\bhigh) and (?!low)(\b\w+)	 Initial estimates by our production team were very 	high and pricey	.
no	X and Y	cold	chauvinistic	cold - hot	(\bcold) and (?!hot)(\b\w+)	 She makes fun of her first husband, Bill Pentland, for being 	cold and chauvinistic	 in book one, then makes him out to be a deceitful scumbag in book two.
yes	X, not Y	good	bad	bad - good	(good), not (bad)	 Not 	good, not bad	.
no	X and Y	new	strange	new - old	(\bnew) and (?!old)(\b\w+)	 Unsure of their fates in 	new and strange	 lands, they only know that China can not offer them what they need.
no	X and Y	popular	large	large - small	(?!small)(\b\w+) and (\blarge)	 They figure they are so 	popular and large	 that people will just have to use them.
no	X or Y	new	different	new - old	(\bnew) or (?!old)(\b\w+)	 In contrast, personality-disordered individuals are rigidly intolerant of change, inflicting their will against anything 	new or different	 in their lives-or in the lives of those around them.
no	X and Y	crappy	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 And that is 	crappy and wrong	.
no	X and Y	sad	bizarre	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It's 	sad and bizarre	.
no	X and Y	high	piercing	high - low	(\bhigh) and (?!low)(\b\w+)	 Yeah, Neil Young is so deep and resonant, while Nina Simone is so 	high and piercing	.
no	X and Y	long	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 Some of them were so far from accurate that he had to look 	long and hard	 to figure out that what you were looking at was an anus in the act of defecation.
no	X and Y	open	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 The windows on the train are big -- it's more 	open and light	 than I had expected from being on it in the operations base previously.
