class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
no	X or Y	false	improbable	false - true	(\bfalse) or (?!true)(\b\w+)	30613	 Referring to present or future time In a sentence containing a 	false or improbable	 condition, if the main clause refers to present or future time, the Simple conjugation with the auxiliary would is usually used.	 Referring to present or future time In a sentence containing a  false or improbable  condition, if the main clause refers to present or future time, the Simple conjugation with the auxiliary would is usually used.
no	X or Y	true	untrue	false - true	(\btrue) or (?!false)(\b\w+)	10402	" But play wishy washy with statistics, and say "" well its not totally "	true or untrue	" "" is @ @ @ @ @ @ @ @ @ @ require one shred of scientific intellect."	" But play wishy washy with statistics, and say "" well its not totally  true or untrue  "" is @ @ @ @ @ @ @ @ @ @ require one shred of scientific intellect."
no	X or Y	false	misleading	false - true	(\bfalse) or (?!true)(\b\w+)	17703	 However, when a voter volunteers 	false or misleading	 information about his vote in public, then USA TODAY Sports, in its oversight role as administrator of the poll, will set the record straight to protect the poll's integrity.	 However, when a voter volunteers  false or misleading  information about his vote in public, then USA TODAY Sports, in its oversight role as administrator of the poll, will set the record straight to protect the poll's integrity.
no	X or Y	possible	true	false - true	(?!false)(\b\w+) or (\btrue)	17576	 However, in this hologram the unified human projections do seem to manifest the vibratory patterns of majority beliefs concerning what might be 	possible or true	.	 However, in this hologram the unified human projections do seem to manifest the vibratory patterns of majority beliefs concerning what might be  possible or true .
no	X or Y	false	improbable	false - true	(\bfalse) or (?!true)(\b\w+)	30612	 Referring to past time In a sentence containing a 	false or improbable	 condition, if the subordinate clause refers to past time, the Past Perfect Subjunctive is usually used.	 Referring to past time In a sentence containing a  false or improbable  condition, if the subordinate clause refers to past time, the Past Perfect Subjunctive is usually used.
no	X or Y	fair	true	false - true	(?!false)(\b\w+) or (\btrue)	28302	 Now you're supposed to love any publicity just because it's great buzz and not mind whether it's 	fair or true	", says the erstwhile queen of buzz, "" said the erstwhile queen herself."	" Now you're supposed to love any publicity just because it's great buzz and not mind whether it's  fair or true , says the erstwhile queen of buzz, "" said the erstwhile queen herself."
no	X or Y	fictitious	false	false - true	(?!true)(\b\w+) or (\bfalse)	32354	 So even if the sender uses a 	fictitious or false	 name when contacting the receiving server, you can determine the origin of the spoofed message.	 So even if the sender uses a  fictitious or false  name when contacting the receiving server, you can determine the origin of the spoofed message.
no	X or Y	false	proper	false - true	(\bfalse) or (?!true)(\b\w+)	6770	 An important point to note about this word is that aresko describes an attitude that is the driving force behind one's actions whether a 	false or proper	 attitude.	 An important point to note about this word is that aresko describes an attitude that is the driving force behind one's actions whether a  false or proper  attitude.
no	X or Y	false	deceptive	false - true	(\bfalse) or (?!true)(\b\w+)	28590	 On Election Day we can stop being so serious about fact-checking 	false or deceptive	 claims and have some fun handing out imaginary hardware.	 On Election Day we can stop being so serious about fact-checking  false or deceptive  claims and have some fun handing out imaginary hardware.
no	X or Y	true	valid	false - true	(\btrue) or (?!false)(\b\w+)	3276	" "" Whether or not it's "	true or valid	 remains to be tested.	" "" Whether or not it's  true or valid  remains to be tested."
no	X or Y	false	improbable	false - true	(\bfalse) or (?!true)(\b\w+)	30611	 Referring to past time In a sentence containing a 	false or improbable	 condition, if the main clause refers to past time, the Perfect conjugation with the auxiliary would is usually used.	 Referring to past time In a sentence containing a  false or improbable  condition, if the main clause refers to past time, the Perfect conjugation with the auxiliary would is usually used.
no	X or Y	false	ignorant	false - true	(\bfalse) or (?!true)(\b\w+)	48424	), when faced with a logical argument or fact, simply devolve into neanderthals and quote some unverified, 	false or ignorant	'fact'.	), when faced with a logical argument or fact, simply devolve into neanderthals and quote some unverified,  false or ignorant 'fact'.
no	X or Y	false	coarse	false - true	(\bfalse) or (?!true)(\b\w+)	31530	 She is lovely and natural without being at all 	false or coarse	.	 She is lovely and natural without being at all  false or coarse .
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	261	 	True or false	: You often get so caught up with lust that you do n't even so much as kiss before getting busy.	  True or false : You often get so caught up with lust that you do n't even so much as kiss before getting busy.
no	X or Y	false	misleading	false - true	(\bfalse) or (?!true)(\b\w+)	29021	 One, it is alleged the document contained a violation of Rule 10b-5 (contained a 	false or misleading	 statement or omission).	 One, it is alleged the document contained a violation of Rule 10b-5 (contained a  false or misleading  statement or omission).
no	X or Y	false	incomplete	false - true	(\bfalse) or (?!true)(\b\w+)	40440	 They argue that, just as health issues like SARS or the environment transcend national borders, a population weaned on a 	false or incomplete	 version of the past is not good for China or the world.	 They argue that, just as health issues like SARS or the environment transcend national borders, a population weaned on a  false or incomplete  version of the past is not good for China or the world.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	256	 	True or false	: One problem with studying evolution is that you ca n't test scientific hypotheses concerning plants or animals that have long been extinct.	  True or false : One problem with studying evolution is that you ca n't test scientific hypotheses concerning plants or animals that have long been extinct.
no	X or Y	false	incomplete	false - true	(\bfalse) or (?!true)(\b\w+)	4078	 1 As a pathology, it is distinct from a belief based on 	false or incomplete	 information, dogma, stupidity, poor memory, illusion, or other effects of perception.	 1 As a pathology, it is distinct from a belief based on  false or incomplete  information, dogma, stupidity, poor memory, illusion, or other effects of perception.
no	X or Y	false	misleading	false - true	(\bfalse) or (?!true)(\b\w+)	27579	 Nearly 1,000 applicants were denied, mostly for providing 	false or misleading	 information on their application, according to the Oklahoma State Bureau of Investigation.	 Nearly 1,000 applicants were denied, mostly for providing  false or misleading  information on their application, according to the Oklahoma State Bureau of Investigation.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	254	 	True or false	: If you're thoroughly lost, sit down and wait for someone to find you.	  True or false : If you're thoroughly lost, sit down and wait for someone to find you.
no	X or Y	true	untrue	false - true	(\btrue) or (?!false)(\b\w+)	4673	 @ @ @ @ @ @ @ @ @ @ as 	true or untrue	 given the current body of public knowledge of Terminator 2.	 @ @ @ @ @ @ @ @ @ @ as  true or untrue  given the current body of public knowledge of Terminator 2.
no	X or Y	false	misleading	false - true	(\bfalse) or (?!true)(\b\w+)	20790	 If you want a rundown of 	false or misleading	 statements in the speech, go here.	 If you want a rundown of  false or misleading  statements in the speech, go here.
no	X or Y	true	powerful	false - true	(\btrue) or (?!false)(\b\w+)	36376	 The hesitant thought, so simply worded on the page in his mind's eye, struck him as a little trite -- but no less 	true or powerful	 for that.	 The hesitant thought, so simply worded on the page in his mind's eye, struck him as a little trite -- but no less  true or powerful  for that.
no	X or Y	false	injurious	false - true	(\bfalse) or (?!true)(\b\w+)	26340	 Many a one has caused his own death, or the death of others, by a 	false or injurious	 tongue.	 Many a one has caused his own death, or the death of others, by a  false or injurious  tongue.
