class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
yes	X and Y	good	bad	bad - good	(good) and (bad)	47425	 it highlights what is 	good and bad	 for that first person, a first person which happens to be the body of the organism, disguised as a self.	 it highlights what is  good and bad  for that first person, a first person which happens to be the body of the organism, disguised as a self.
yes	X and Y	good	bad	bad - good	(good) and (bad)	20689	 If you do n't know already, antibiotics, kill all the flora in your gut, 	good and bad	.	 If you do n't know already, antibiotics, kill all the flora in your gut,  good and bad .
yes	X and Y	good	bad	bad - good	(good) and (bad)	6094	 All agents should also systematically collect notes on 	good and bad	 experiences clients have had on recent trips.	 All agents should also systematically collect notes on  good and bad  experiences clients have had on recent trips.
yes	X and Y	good	bad	bad - good	(good) and (bad)	16250	 He's Bill Clinton's vice president, the man who supported Clinton all the way, 	good and bad	, for nearly eight years, and who wants to continue what Clinton has done, albeit as his own man.	 He's Bill Clinton's vice president, the man who supported Clinton all the way,  good and bad , for nearly eight years, and who wants to continue what Clinton has done, albeit as his own man.
yes	X and Y	good	bad	bad - good	(good) and (bad)	42521	 Thus the first part of Weinberg's statement is correct, good people will do 	good and bad	 people evil without religion.	 Thus the first part of Weinberg's statement is correct, good people will do  good and bad  people evil without religion.
yes	X and Y	good	bad	bad - good	(good) and (bad)	5704	 Add humor and keep it to @ @ @ @ @ @ @ @ @ @ about 	good and bad	 memories.	 Add humor and keep it to @ @ @ @ @ @ @ @ @ @ about  good and bad  memories.
yes	X and Y	good	bad	bad - good	(good) and (bad)	14195	 For relief from both their 	good and bad	 fortune they made vulgar jokes-the same ones, over and over.	 For relief from both their  good and bad  fortune they made vulgar jokes-the same ones, over and over.
yes	X and Y	good	bad	bad - good	(good) and (bad)	4070	 // ing a lure, the Scouts got a first-hand example of the sea's 	good and bad	.	 // ing a lure, the Scouts got a first-hand example of the sea's  good and bad .
yes	X and Y	good	bad	bad - good	(good) and (bad)	39789	 There's been really 	good and bad	 aspects of it, but I do n't wan na get into slamming any specific groups or anything.	 There's been really  good and bad  aspects of it, but I do n't wan na get into slamming any specific groups or anything.
yes	X and Y	good	bad	bad - good	(good) and (bad)	28050	 Not just on special occasions, but during bad dreams, scraped knees, report cards -- 	good and bad	 -- acne breakouts and tattoos.	 Not just on special occasions, but during bad dreams, scraped knees, report cards --  good and bad  -- acne breakouts and tattoos.
yes	X and Y	good	bad	bad - good	(good) and (bad)	6291	 All works, wood to word, are assigned value, 	good and bad	 and in-between, even as all toil under the sun.	 All works, wood to word, are assigned value,  good and bad  and in-between, even as all toil under the sun.
yes	X and Y	good	bad	bad - good	(good) and (bad)	48263	) I like the story to be presented with both the 	good and bad	 aspects, but I like the promise of better, the optimism.	) I like the story to be presented with both the  good and bad  aspects, but I like the promise of better, the optimism.
yes	X and Y	good	bad	bad - good	(good) and (bad)	30129	 Plus, there's 	good and bad	 in everyone, who's to say he was n't serious about their relationship.	 Plus, there's  good and bad  in everyone, who's to say he was n't serious about their relationship.
yes	X and Y	bad	good	bad - good	(bad) and (good)	46877	" Zarzyski, whose poem about an injured rodeo partner includes the lines, "" It's "	bad and good	 some cowboys do n't know tears from sweat.	" Zarzyski, whose poem about an injured rodeo partner includes the lines, "" It's  bad and good  some cowboys do n't know tears from sweat."
yes	X and Y	good	bad	bad - good	(good) and (bad)	8341	 As some have stated, I have seen the 	good and bad	 effects of alcohol being present in lives of mothers.	 As some have stated, I have seen the  good and bad  effects of alcohol being present in lives of mothers.
yes	X and Y	good	bad	bad - good	(good) and (bad)	21493	 In fact, there are many other things -- 	good and bad	 -- that are much more likely to happen to a person than winning that money.	 In fact, there are many other things --  good and bad  -- that are much more likely to happen to a person than winning that money.
yes	X and Y	good	bad	bad - good	(good) and (bad)	47288	 history) rise to the perilous occasion and stand fixed and prepared to accept the consequences of their 	good and bad	 decisions.	 history) rise to the perilous occasion and stand fixed and prepared to accept the consequences of their  good and bad  decisions.
yes	X and Y	good	bad	bad - good	(good) and (bad)	5266	 A number of other comments about Laminine, 	good and bad	, appear in a bulletin board-style forum.	 A number of other comments about Laminine,  good and bad , appear in a bulletin board-style forum.
yes	X and Y	good	bad	bad - good	(good) and (bad)	45609	 While we ca n't control everything in life, we can decide how to view the 	good and bad	 in our lives.	 While we ca n't control everything in life, we can decide how to view the  good and bad  in our lives.
yes	X and Y	good	bad	bad - good	(good) and (bad)	5885	 After all, people in the humanities do n't experiment, do n't have controls, disagree about what's 	good and bad	, and overall seem a very funny bunch of guys.	 After all, people in the humanities do n't experiment, do n't have controls, disagree about what's  good and bad , and overall seem a very funny bunch of guys.
yes	X and Y	good	bad	bad - good	(good) and (bad)	466	" "" (Everything in this world, "	good and bad	 is just temporary.	" "" (Everything in this world,  good and bad  is just temporary."
yes	X and Y	good	bad	bad - good	(good) and (bad)	26947	 More specifically, the purpose of this study was to examine the influence of different levels of experience playing, teaching and/or coaching on perceptions of 	good and bad	 aspects of a lesson.	 More specifically, the purpose of this study was to examine the influence of different levels of experience playing, teaching and/or coaching on perceptions of  good and bad  aspects of a lesson.
yes	X and Y	good	bad	bad - good	(good) and (bad)	33149	 Steve's examples of 	good and bad	 prose are enlightening, and his delivery instantiates @ @ @ @ @ @ @ @ @ @ video yourself; you wo n't regret it.	 Steve's examples of  good and bad  prose are enlightening, and his delivery instantiates @ @ @ @ @ @ @ @ @ @ video yourself; you wo n't regret it.
yes	X and Y	good	bad	bad - good	(good) and (bad)	12330	 Divorce, single parenthood and the rise of working women- and there's 	good and bad	 mixed up in that list-have changed the ways in which we can respond to the world outside.	 Divorce, single parenthood and the rise of working women- and there's  good and bad  mixed up in that list-have changed the ways in which we can respond to the world outside.
yes	X and Y	good	bad	bad - good	(good) and (bad)	23008	 It had me crying (in a 	good and bad	 way).	 It had me crying (in a  good and bad  way).
yes	X and Y	good	bad	bad - good	(good) and (bad)	18526	 I had been an Intensive Care Nurse for many years and have seen my fair share of 	good and bad	 outcomes.	 I had been an Intensive Care Nurse for many years and have seen my fair share of  good and bad  outcomes.
yes	X and Y	good	bad	bad - good	(good) and (bad)	15681	 He looked and sounded like an intellectual, because - with all the 	good and bad	, product and pretense - he was.	 He looked and sounded like an intellectual, because - with all the  good and bad , product and pretense - he was.
yes	X and Y	good	bad	bad - good	(good) and (bad)	7306	 And teachers can not have it both ways -- you will have to pick one, with the 	good and bad	 that comes with whatever choice.	 And teachers can not have it both ways -- you will have to pick one, with the  good and bad  that comes with whatever choice.
yes	X and Y	good	bad	bad - good	(good) and (bad)	45001	 When market forces identify 	good and bad	 schools, it does n't seem outlandish to suggest that marginal students -- those @ @ @ @ @ @ @ @ @ @ in the bad schools.	 When market forces identify  good and bad  schools, it does n't seem outlandish to suggest that marginal students -- those @ @ @ @ @ @ @ @ @ @ in the bad schools.
yes	X and Y	bad	good	bad - good	(bad) and (good)	30294	 Produces 	bad and good	 fruit at the same time; susceptible to scab.	 Produces  bad and good  fruit at the same time; susceptible to scab.
